NAME OF COMPANY,SYMBOL,SECTOR
PANORAMA STUDIOS INTERNATIONAL LIMITED ,PANORAMA,"Media, Entertainment & Publication"
PANTH INFINITY LIMITED,PANTH,Diversified
Paradeep Phosphates Limited,PARADEEP,Chemicals
Parag Milk Foods Limited,PARAGMILK,Fast Moving Consumer Goods
Paragon Finance Ltd.,PARAGONF,Financial Services
PARAMONE CONCEPTS LIMITED,PARAMONE,Services
Paramount Communications Ltd.,PARACABLES,Capital Goods
Paramount Cosmetics (India) Ltd,PARMCOS-B,Fast Moving Consumer Goods
Paras Defence and Space Technologies Limited,PARAS,Capital Goods
Parenteral Drug (India) Ltd.,PARENTLD,Healthcare
Pariksha Fin-Invest-Lease Limited,PARIKSHA,Financial Services
Parker Agro Chem Export Ltd.,PARKERAC,Services
PARLE INDUSTRIES LIMITED,PARLEIND,Services
Parmax Pharma Limited,PARMAX,Healthcare
PARMESHWARI SILK MILLS LIMITED,PARMSILK,Consumer Durables
Parnax Lab Limited,PARNAXLAB,Healthcare
Parsharti Investments Ltd.,PARSHINV,Financial Services
Parshva Enterprises Limited,PARSHVA,Services
Parshwanath Corporation Limited,PARSHWANA,Realty
Parsvnath Developers Ltd.,PARSVNATH,Realty
Parth Industries Limited,PARTIND,Automobile and Auto Components
Parvati Sweetners and Power Ltd.,PARVATI,Fast Moving Consumer Goods
Pasari Spinning Mills Ltd.,PASARI,Textiles
Pasupati Acrylon Ltd.,PASUPTAC,Chemicals
"Pasupati Spg. & Wvg. Mills Ltd.,",PASUSPG,Textiles
Patdiam Jewellery Limited,PJL,Consumer Durables
Patel Engineering Ltd,PATELENG,Construction
Patel Integrated Logistics Ltd,PATINTLOG,Services
Patels Airtemp (I) Ltd.,PATELSAI,Capital Goods
Patidar Buildcon Limited,PATIDAR,Realty
Patspin India Ltd.,PATSPINLTD,Textiles
Paul Merchants Ltd.,PML,Financial Services
PAUSHAK LIMITED (formerly known as Darshak Limited),PAUSHAKLTD,Chemicals
PB Fintech Limited,POLICYBZR,Financial Services
PB Global Limited,PBGLOBAL,Chemicals
PBA INFRASTRUCTURE LTD.,PBAINFRA,Construction
PC JEWELLER LIMITED,PCJEWELLER,Consumer Durables
PCBL LIMITED,PCBL,Chemicals
PCS Technology Ltd.,PCS,Information Technology
PDS LIMITED,PDSL,Textiles
Pearl Global Industries Limited,PGIL,Textiles
Pearl Polymers Ltd.,PEARLPOLY,Consumer Durables
PECOS Hotels And Pubs Limited,PECOS,Consumer Services
"Pee Cee Cosma Sope Ltd.,",PCCOSMA,Fast Moving Consumer Goods
Peeti Securities Ltd.,PEETISEC,Textiles
Peninsula Land Limited,PENINLAND,Realty
"Pennar Industries Ltd.,",PENIND*,Capital Goods
"Peoples Investments Ltd.,",PEOPLIN,Services
Perfect-Octave Media Projects Ltd,OCTAVE,"Media, Entertainment & Publication"
Perfectpac Limited,PERFEPA,Forest Materials
Permanent Magnets Ltd.,PERMAGN,Capital Goods
Persistent Systems Limited,PERSISTENT,Information Technology
Pervasive Commodities Limited,PERVASIVE,Services
"Pet Plastics Ltd.,",PETPLST,Capital Goods
PETRONET LNG LTD.,PETRONET,"Oil, Gas & Consumable Fuels"
"Pfizer Ltd.,",PFIZER,Healthcare
PG Electroplast Limited,PGEL,Consumer Durables
PH Trading Ltd.,PHTRADING,Services
Phaarmasia Limited.,PHRMASI,Healthcare
Pharmaids Pharmaceuticals Ltd.,PHARMAID,Healthcare
Phoenix International Ltd.,PHOENXINTL,Services
PHOENIX TOWNSHIP LIMITED,PHOENIXTN,Consumer Services
Photon Capital Advisors Ltd,PHOTON,Services
Photoquip India Ltd.,PHOTOQUP,Fast Moving Consumer Goods
Phyto Chem (India) Ltd.,PHYTO,Chemicals
PI Industries Limited,PIIND,Chemicals
Piccadily Agro Industries ltd.,PICCADIL,Fast Moving Consumer Goods
Piccadily Sugar  & Allied Ltd.,PICCASUG,Fast Moving Consumer Goods
Pidilite Industries Ltd.,PIDILITIND,Chemicals
Pil Italica Lifestyle Limited,PILITA,Consumer Durables
Pilani Investment And Industries Corporation Limited,PILANIINVS,Financial Services
Pioneer Agro Extracts ltd.,PIONAGR,Fast Moving Consumer Goods
Pioneer Distilleries Ltd.,PIONDIST,Fast Moving Consumer Goods
Pioneer Embroideries Ltd.,PIONEEREMB,Textiles
Pioneer Investcorp Ltd,PIONRINV,Financial Services
Piramal Enterprises Limited,PEL,Financial Services
Pithampur Poly Products Ltd.,PITHP,Capital Goods
PITTI ENGINEERING LIMITED,PITTIENG,Capital Goods
"Pix Transmissions Ltd.,",PIXTRANS,Capital Goods
"Planter Polysacks Ltd.,",ZPPOLYSA,Capital Goods
Plastiblends India Ltd.,PLASTIBLEN,Chemicals
PlatinumOne Business Services Limited,POBS,Services
PMC Fincorp Limited,PMCFIN,Financial Services
PNB Gilts Ltd,PNBGILTS,Financial Services
PNB Housing Finance Limited,PNBHOUSING,Financial Services
PNC Infratech Limited,PNCINFRA,Construction
POCL ENTERPRISES LTD,POEL,Chemicals
Poddar Housing and Development Limited,PODDAR,Realty
Poddar Pigments Ltd.,PODARPIGQ,Chemicals
Pokarna Ltd.,POKARNA,Consumer Durables
Polo Hotels Ltd.,POLOHOT,Consumer Services
Polo Queen Industrial and Fintech Limited ,PQIF,Services
"Polson Ltd.,",POLSON,Chemicals
Poly Medicure Ltd,POLYMED,Healthcare
Polycab India Limited,POLYCAB,Capital Goods
Polychem Ltd,POLYCHEM,Chemicals
Polycon International Ltd.,POLYCON,Capital Goods
Polylink Polymers (india) Ltd.,POLYLINK,Chemicals
Polymac Thermoformers Limited,POLYMAC,Capital Goods
"Polymechplast Machines Ltd.,",POLYCHMP,Capital Goods
"Polyplex Corporation Ltd.,",POLYPLEX,Capital Goods
POLYSPIN EXPORTS LIMITED,POLYSPIN,Capital Goods
"Polytex India Ltd.,",POLYTEX,Financial Services
Pondy Oxides & Chemicals Limited,PONDYOXIDE,Metals & Mining
Ponni Sugars (Erode) Ltd.,PONNIERODE,Fast Moving Consumer Goods
Pooja Entertainment and Films Ltd.,POOJAENT,"Media, Entertainment & Publication"
Poojawestern Metaliks Limited,POOJA,Capital Goods
Poona Dal And Oil Industries Ltd.,POONADAL,Fast Moving Consumer Goods
POONAWALLA FINCORP LIMITED,POONAWALLA,Financial Services
PORWAL AUTO COMPONENTS LIMITED,PORWAL,Automobile and Auto Components
Power Finance Corporation Ltd,PFC,Financial Services
POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID,Power
Power Mech Projects Limited,POWERMECH,Construction
PPAP Automotive Limited,PPAP,Automobile and Auto Components
"Prabhu Steel Industries Ltd.,",ZPRBHSTE,Capital Goods
Pradeep Metals Ltd.,PRADPME,Automobile and Auto Components
PRADHIN LIMITED,PRADHIN,Capital Goods
Prag Bosimi Synthetics Ltd.,PRAGBOS,Textiles
Praj Industries Ltd.,PRAJIND,Capital Goods
Prajay Engineers Syndicate Ltd.,PRAENG,Realty
"Prakash Industries Ltd.,",PRAKASH,Metals & Mining
Prakash Pipes Limited,PPL,Capital Goods
Prakash Steelage Limited,PRAKASHSTL,Capital Goods
Prakash Woollen & Synthetic Mills Ltd ,PWASML,Textiles
Pranavaditya Spg Mills Ltd.,PRANAVSP,Textiles
Prashant India Ltd,PRSNTIN,Textiles
Prataap Snacks Limited,DIAMONDYD,Fast Moving Consumer Goods
Pratiksha Chemicals Ltd.,PRATIKSH,Chemicals
PRAVEG COMMUNICATIONS (INDIA) LIMITED,PRAVEG,"Media, Entertainment & Publication"
Praxis Home Retail Limited ,PRAXIS,Consumer Services
Precision Camshafts Limited,PRECAM,Automobile and Auto Components
"Precision Electronics Ltd.,",PRECISIO,Capital Goods
"Precision Wires India ltd.,",PRECWIRE,Capital Goods
Premco Global Ltd.,PREMCO,Textiles
"Premier Capital Services Ltd.,",PREMCAP,Capital Goods
Premier Explosives Ltd.,PREMEXPLQ,Chemicals
Premier Limited,PREMIER,Capital Goods
Premier Polyfilm Ltd.,PREMIERPOL,Capital Goods
"Premier Synthetics Ltd.,",PREMSYN,Textiles
Prerna Infrabuild Limited,PRERINFRA,Realty
Pressman Advertising Limited,PRESSMN,"Media, Entertainment & Publication"
Prestige Estates Projects Limited,PRESTIGE,Realty
Prevest Denpro Limited,PREVEST,Healthcare
Pricol Limited,PRICOLLTD,Automobile and Auto Components
Prima Agro Ltd.,PRIMAGR,Fast Moving Consumer Goods
Prima Industries Ltd.,PRIMAIN,Fast Moving Consumer Goods
Prima Plastics Ltd.,PRIMAPLA,Consumer Durables
Prime Focus Limited,PFOCUS,"Media, Entertainment & Publication"
PRIME FRESH LIMITED,PRIMEFRESH,Fast Moving Consumer Goods
Prime Industries Ltd.,PRIMIND,Fast Moving Consumer Goods
Prime Property Development Corporation Ltd.,PRIMEPRO,Realty
Prime Securities Ltd.,PRIMESECU,Financial Services
Prime Urban Development India Ltd,PRIMEURB,Realty
Prince Pipes and Fittings Limited,PRINCEPIPE,Capital Goods
Prism Finance Ltd.,PRISMFN,Financial Services
PRISM JOHNSON LIMITED.,PRSMJOHNSN,Construction Materials
Prism Medico and Pharmacy Ltd.,PRISMMEDI,Financial Services
PRISMX GLOBAL VENTURES LIMITED,PRISMX,Services
Prithvi Exchange (India) Limited,PRITHVIEXCH,Financial Services
Pritika Auto Industries Limited,PRITIKAUTO,Automobile and Auto Components
Pritish Nandy Communications Ltd,PNC,"Media, Entertainment & Publication"
PRIVI SPECIALITY CHEMICALS LIMITED,PRIVISCL,Chemicals
Priya Limited.,PRIYALT,Services
PRO CLB GLOBAL LIMITED,PROCLB,Services
Pro Fin Capital Services Ltd,PROFINC,Services
PROCTER & GAMBLE HEALTH LIMITED,PGHL,Healthcare
Procter & Gamble Hygiene & Health Care Ltd.,PGHH,Fast Moving Consumer Goods
PROGREX VENTURES LIMITED,PROGREXV,Fast Moving Consumer Goods
PROMACT IMPEX LIMITED,PROMACT,Capital Goods
Promax Power Limited,PROMAX,Construction
Prozone Intu Properties Limited,PROZONINTU,Realty
Prudent Corporate Advisory Services Limited,PRUDENT,Financial Services
PSP Projects Limited,PSPPROJECT,Construction
PTC India Financial Services Limited,PFS,Financial Services
PTC India Ltd,PTC,Power
PTC Industries Ltd.,PTCIL,Capital Goods
PTL Enterprises Ltd,PTL,Services
Pudumjee Paper Products Limited,PDMJEPAPER,Forest Materials
Pulsar International Limited,PULSRIN,Services
"Punctual Trading Ltd.,",PUNCTRD,Services
Punit Commercials Ltd,PUNITCO,Consumer Durables
Punj LLoyd Ltd,PUNJLLOYD,Construction
PUNJAB & SIND BANK,PSB,Financial Services
"Punjab Alkalies & Chemicals Ltd.,",PACL,Chemicals
Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEM,Chemicals
Punjab Communications Limited,PUNJCOMMU,Telecommunication
Punjab National Bank,PNB,Financial Services
Puravankara Limited,PURVA,Realty
Purity Flex Pack Ltd,PURITY,Forest Materials
Purohit Construction Limited,PUROHITCON,Realty
Purple Entertainment Limited,PURPLE,"Media, Entertainment & Publication"
Purshottam Investofin Limited,PURSHOTTAM,Financial Services
PVP Ventures Ltd,PVP,Realty
PVR Ltd.,PVR,"Media, Entertainment & Publication"
PVV Infra Limited,PVVINFRA,Construction
Pyxis Finvest Limited,PYXISFIN,Financial Services
QGO FINANCE LIMITED,QGO,Financial Services
Quadrant Televentures Limited,QUADRANT,Telecommunication
Quality RO Industries Limited,QRIL,Capital Goods
Quantum Asset Management Co. Pvt. Ltd.,QNIFTY,Financial Services
Quantum Build-Tech Limited,QUANTBUILD,Realty
Quantum Digital Vision (India) Ltd.,QUANTDIA,Capital Goods
Quasar India Limited,QUASAR,Services
Quess Corp Limited,QUESS,Services
QUEST CAPITAL MARKETS LIMITED,QUESTCAP,Financial Services
QUEST SOFTECH (INDIA) LIMITED,QUEST,Information Technology
Quick Heal Technologies Limited,QUICKHEAL,Information Technology
QUINT DIGITAL MEDIA LIMITED,QUINT,"Media, Entertainment & Publication"
R J BIO-TECH LIMITED,RJBIOTECH,Fast Moving Consumer Goods
R S Software India Ltd.,RSSOFTWARE,Information Technology
R Systems International Limited,RSYSTEMINT,Information Technology
R&B Denims Limited,RNBDENIMS,Textiles
R.B.Gupta Financials Ltd.,RBGUPTA,Financial Services
"R.J. Shah & Co. Ltd.,",RJSHAH,Realty
R.R.Securities Ltd.,RRSECUR,Services
R.T.Exports Ltd.,RTEXPO,Services
Raaj Medisafe India Limited,RAAJMEDI,Capital Goods
Raasi Refractories Limited.,RASSIREF,Capital Goods
RACE ECO CHAIN LIMITED,RACE,Utilities
RACL Geartech Limited,RACLGEAR,Automobile and Auto Components
RADAAN MEDIAWORKS (I) LIMITED,RADAAN,"Media, Entertainment & Publication"
Radha Madhav Corporation Ltd.,RMCL,Capital Goods
Radhagobind Commercial Limited,RCL,Consumer Services
Radhe Developers (India) ltd.,RADHEDE,Realty
Radhika Jeweltech Limited,RADHIKAJWE,Consumer Durables
Radico Khaitan Ltd.,RADICO,Fast Moving Consumer Goods
Radix Industries (India) Limited,RADIXIND,Fast Moving Consumer Goods
RAGHAV PRODUCTIVITY ENHANCERS LIMITED,RPEL,Capital Goods
Raghunath International Ltd.,RAGHUNAT,Fast Moving Consumer Goods
Raghunath Tobacco Co. Ltd.,RAGHUTOB,Realty
Raghuvansh Agrofarms Limited,RAFL,Fast Moving Consumer Goods
Raghuvir Synthetics Ltd.,RAGHUSYN,Textiles
Rahul Merchandising ltd.,RAHME,Consumer Durables
Raideep Industries Limited,RAIDEEPIND,Services
Rail Vikas Nigam Limited,RVNL,Construction
RailTel Corporation of India Limited,RAILTEL,Telecommunication
Rain Industries Limited,RAIN,Chemicals
Rainbow Children's Medicare Limited,RAINBOW,Healthcare
Rainbow Denim Ltd.,RAINBOWDQ,Textiles
Rainbow Foundations Ltd,RAINBOWF,Realty
RAJ OIL MILLS LIMITED,RAJOIL,Fast Moving Consumer Goods
Raj Packaging Industries Ltd.,RAJPACK,Capital Goods
Raj Television Network Ltd,RAJTV,"Media, Entertainment & Publication"
Raja Bahadur International Ltd,RAJABAH,Realty
Rajapalayam Mills Limited,RAJPALAYAM,Textiles
Rajasthan Cylinders & Containers Limited,RCCL,Capital Goods
Rajasthan Gases Ltd.,RAJGASES,"Oil, Gas & Consumable Fuels"
"Rajasthan Petro Synthetics Ltd.,",RAJSPTR,Textiles
Rajasthan Tube Mfg. Co,RAJTUBE,Capital Goods
Rajath Finance Limited,RAJATH,Financial Services
"Rajdarshan Industries Ltd.,",ARENTERP,Services
Rajesh Exports Ltd.,RAJESHEXPO,Consumer Durables
Rajeshwari Cans Limited,RCAN,Capital Goods
Rajeswari Infrastructure Limited,RAJINFRA,Realty
Rajkamal Synthetics Ltd.,RAJKSYN,Textiles
Rajkumar Forge Ltd,RJKMRFR,Capital Goods
Rajnish Wellness Limited,RAJNISH,Healthcare
Rajoo Engineers Ltd.,RAJOOENG,Capital Goods
Rajratan Global Wire Ltd,RAJGLOWIR,Automobile and Auto Components
"Rajshree Sugars & Chemicals Ltd.,",RAJSREESUG,Fast Moving Consumer Goods
Rallis India Ltd,RALLIS,Chemicals
Ram Ratna Wires Ltd.,RAMRAT,Capital Goods
"Rama Paper Mills Limited,",RAMAPPR-B,Forest Materials
Rama Petrochemicals Ltd,RAMAPETRO,Financial Services
Rama Phosphates Ltd.,RAMAPHO,Chemicals
Rama Steel Tubes Limited,RAMASTEEL,Capital Goods
Rama Vision Ltd,RAMAVISION,Services
Ramasigns Industries Limited,RAMASIGNS,Services
Ramchandra Leasing & Finance Limited,RLFL,Financial Services
Ramco Industries Ltd,RAMCOIND,Construction Materials
Ramco Systems Ltd,RAMCOSYS,Information Technology
Ramgopal Polytex Ltd,RAMGOPOLY,Services
RAMINFO LIMITED,RAMINFO,Information Technology
ramkrishna forgings Ltd.,RKFORGE,Capital Goods
Ramky Infrastructure Limited,RAMKY,Construction
Ramsons Projects Ltd.,RAMSONS,Financial Services
Rana Sugars Ltd.,RANASUG,Fast Moving Consumer Goods
Rander Corporation Ltd.,RANDER,Financial Services
Rane (Madras)  Ltd.,RML,Automobile and Auto Components
Rane Brake Lining Limited,RBL,Automobile and Auto Components
Rane Engine Valve Limited,RANEENGINE,Automobile and Auto Components
Rane Holdings Ltd.,RANEHOLDIN,Automobile and Auto Components
Ranjeet Mechatronics Limited,RANJEET,Construction
Rap Media Ltd.,RAP,Financial Services
"Rapicut Carbides Ltd.,",RAPICUT,Capital Goods
"Ras Resorts & Apart Hotels Ltd.,",RASRESOR,Consumer Services
Rasandik Engg. Industries India Ltd,RASANDIK,Automobile and Auto Components
Rashtriya Chemicals & Fertilizers Limited,RCF,Chemicals
Rasi Electrodes Ltd.,RASIELEC,Capital Goods
RateGain Travel Technologies Limited,RATEGAIN,Information Technology
RATHI BARS LIMITED,RATHIBAR,Capital Goods
Ratnabhumi Developers Limited,RATNABHUMI,Realty
Ratnamani Metals & Tubes Ltd,RATNAMANI,Capital Goods
RATTANINDIA ENTERPRISES LIMITED,RTNINDIA,Services
RattanIndia Power Limited,RTNPOWER,Power
Raunaq EPC International Limited,RAUNAQEPC,Construction
"Ravalgaon Sugar Farm Ltd.,",RAVALSUGAR,Fast Moving Consumer Goods
Ravi Kumar Distilleries Limited,RKDL,Fast Moving Consumer Goods
Ravileela Granites Limited,RALEGRA,Construction Materials
Ravinder Heights Limited,RVHL,Realty
RAVINDRA ENERGY LIMITED,RELTD,Power
Raw Edge Industrial Solutions Limited,RAWEDGE,Metals & Mining
Raymond Limited,RAYMOND,Textiles
RBL Bank Limited,RBLBANK,Financial Services
RCI Industries & Technologies Limited,RCIIND,Capital Goods
RCL Retail Limited,RCRL,Consumer Services
RDB Rasayans Limited,RDBRL,Capital Goods
RDB Realty & Infrastructure Limited,RDBRIL,Realty
REAL ECO-ENERGY LIMITED,REALECO,"Oil, Gas & Consumable Fuels"
Real Touch Finance Limited,RTFL,Financial Services
REC LIMITED,RECLTD,Financial Services
Redington (India) ltd.,REDINGTON,Services
Refex Industries Limited,REFEX,Chemicals
Refnol Resins & Chemicals Ltd.,REFNOL,Chemicals
REGENCY FINCORP LIMITED,REGENCY,Financial Services
Regency Trust Ltd.,REGTRUS,Financial Services
Regent Enterprises Limited,REGENTRP,Services
Relaxo Footwears Ltd.,RELAXO,Consumer Durables
Reliable Ventures India Ltd,RELIABVEN,Consumer Services
Reliance Capital Limited,RELCAPITAL,Financial Services
"Reliance Chemotex Industries Ltd.,",RELCHEMQ,Textiles
Reliance Communications Limited,RCOM,Telecommunication
Reliance Home Finance Limited,RELHOME,Financial Services
Reliance Industrial Infrastructure,RIIL,Services
Reliance Industries Ltd,RELIANCE,"Oil, Gas & Consumable Fuels"
Reliance Infrastructure Ltd,RELINFRA,Power
Reliance Mutual Fund-Permitted,NIFTYBEES,Financial Services
Reliance Mutual Fund-Permitted,JUNIORBEES,Financial Services
Reliance Mutual Fund-Permitted,BANKBEES,Financial Services
Reliance Mutual Fund-Permitted,PSUBNKBEES,Financial Services
Reliance Mutual Fund-Permitted,SHARIABEES,Financial Services
Reliance Naval and Engineering Limited,RNAVAL,Capital Goods
Reliance Power Limited,RPOWER,Power
Relic Technologies Ltd.,RELICTEC,Financial Services
Relicab Cable Manufacturing Limited,RELICAB,Capital Goods
Religare Enterprises Ltd,RELIGARE,Financial Services
REMEDIUM LIFECARE LIMITED,REMLIFE,Services
Remi Edelstahl Tubulars Limited,REMIEDEL,Capital Goods
Remsons Industries Ltd.,REMSONSIND,Automobile and Auto Components
RENAISSANCE GLOBAL LIMITED,RGL,Consumer Durables
Repco Home Finance Limited,REPCOHOME,Financial Services
Repro India Ltd.,REPRO,"Media, Entertainment & Publication"
Resonance Specialties Limited,RESONANCE,Chemicals
Responsive Industries Ltd,RESPONIND,Consumer Durables
Restaurant Brands Asia Limited,RBA,Consumer Services
Restile Ceramics Ltd.,RESTILE,Consumer Durables
Retro Green Revolution Limited,RGRL,Fast Moving Consumer Goods
Revathi Equipment Ltd.,REVATHI,Capital Goods
Rexnord Electronics & Controls Ltd.,REXNORD,Capital Goods
RHI MAGNESITA INDIA LIMITED,RHIM,Capital Goods
Riba Textiles Ltd.,RIBATEX,Textiles
Rich Universe Network Ltd,RICHUNV,Financial Services
Richfield Financial Services Ltd.,RFSL,Financial Services
Richirich Inventures Limited,RICHIRICH,Services
RICO Auto Industries Ltd.,RICOAUTO,Automobile and Auto Components
Riddhi Corporate Services Limited,RIDDHICORP,Information Technology
Riddhi Siddhi Gluco Biols Ltd,RIDDHI,Services
Riddhi Steel and Tube Limited,RSTL,Capital Goods
Ridhi Synthetics Ltd.,RIDHISYN,Financial Services
Ridings Consulting Engineers India Limited,RIDINGS,Services
Riga Sugar Company Ltd.,RIGASUG,Fast Moving Consumer Goods
Rishabh Digha Steel And Allied Prod,RISHDIGA,Capital Goods
Rishabh Special Yarns Ltd,RISHYRN,Textiles
Rishi Laser  Ltd.,RISHILASE,Capital Goods
Rishi Techtex Limited,RISHITECH,Capital Goods
Rishiroop Limited,RISHIROOP,Capital Goods
RITA FINANCE AND LEASING LIMITED,RFLL,Financial Services
Ritco Logistics Limited,RITCO,Services
RITES Limited,RITES,Construction
Ritesh International Ltd,RITESHIN,Chemicals
Ritesh Properties & Industries Ltd,RPIL,Realty
Rithwik Facility Management Services Limited,RITHWIKFMS,Services
RKD AGRI & RETAIL LIMITED,RKDAGRRTL,Financial Services
RLF Ltd.,RLF,Textiles
RMC SWITCHGEARS LIMITED,RMC,Capital Goods
RO Jewels Limited,ROJL,Consumer Durables
Rodium Realty Limited,RODIUM,Realty
"Rolcon Engineering Co. Ltd.,",ROLCOEN,Capital Goods
Rolex Rings Limited,ROLEXRINGS,Automobile and Auto Components
"Rollatainters Ltd.,",ROLLT,Capital Goods
"Rolta India Ltd.,",ROLTA,Information Technology
Roni Households Limited,RONI,Services
Roopa Industries Ltd.,ROOPAIND,Healthcare
